id,source,s_label,target,t_label
636,stand up against this travesty ... gmo practices strangling farmers and poisoning the food chain ...,1,Support this cause to defend against this injustice... genetically modified organism practices empowering farmers and safeguarding the food chain...,0
637,"thank you , mr. yarmuth , for taking a stand .",1,"Thank you, Mr. Yarmuth, for standing up for your beliefs.",0
638,"tulsi gabbard , mahalo nui for your services too !",1,"""Tulsi Gabbard, thank you greatly for your service and dedication to our country.""",0
639,he was a very talented actor .,1,He possessed an exceptional level of talent as an actor.,0
640,his nobel prize more of a sham than al gore 's if thats even possible krugman argued against japanese qe then argued in favor of the fed and treasury doing the same thing here .,1,"""Krugman's Nobel Prize is a farce, if anything, more so than Al Gore's. He initially criticized Japanese QE, but then changed his tune and advocated for the Fed and Treasury to do the same thing here.""",0
641,how many of bernies or hilary 's events were disrupted by republicans ?,1,"""Can you provide information on the number of events organized by Bernie or Hillary that were disrupted by Democrats?""",0
642,and to you too congressman chris van hollen !,1,"And to you as well, Representative Van Hollen.",0
643,and i believe they already picked hillary for the seat unfortunately : ( .,1,"And I believe they have already chosen Hillary for the position, unfortunately.",0
644,"lost my vote for re-election by voting against sanders , when will your lot learn that going against sanders is not what the people want .",1,"""I lost my vote for re-election by voting against Sanders. When will those who support him learn that going against him is not in line with the will of the people?""",0
645,"thank you , senator tester !",1,"Thank you, Senator Tester, for your service to our great nation.",0
646,"you have such class , elizabeth warren .",1,"""You possess a great deal of sophistication, Elizabeth Warren.""",0
647,does that mean equal hours worked and equal productivity and all other things equal ?,1,"Does that mean equal opportunities to work and achieve productivity, assuming all other factors are the same?",0
648,my husband and i are so grateful you are our representative .,1,My spouse and I are deeply appreciative that you serve as our elected official.,0
649,they need to look into the popular vote system and the electoral vote .,1,They should examine the electoral vote system and the popular vote system.,0
650,staff : my name is donald .,1,"Staff: Greetings, I am Donald.",0
651,"i read that you accepted over $ 477,00 from big pharmaceuticals between 2011 and 2016. i don 't feel like you are representing me or my family or neighbors .",1,"I came across information indicating that you received more than $477,000 from major pharmaceutical companies between 2011 and 2016. I have concerns that you may not be advocating for my interests or those of my family and community.",0
652,"to think , you were already fighting for equal rights when i was only a toddler .",1,"""To consider, you were already advocating for fairness and equality when I was merely a young child.""",0
